Index,Semester,Type,Course,Pre-Post,SI1,SI2,SI3,SI4,SI5,Science_ID_AVE,CM1,CM2,CM3,CM4,CM5,Career_Mot_AVE,IM1,IM2,IM3,IM4,IM5,Intrinsic_Mot_AVE,SD1,SD2,SD3,SD4,SD5,SelfDetermition_AVE,SE1,SE2,SE3,SE4,SE5,SelfEfficacy_AVE,GM1,GM2,GM3,GM4,GM5,Grade_Mot_AVE,Overall_SCI_MOT,Sci_Comp1,Sci_Comp2,Sci_Comp3,Sci_Comp4,Sci_Competancy_Ave,Per_Comm_Orient1,Per_Comm_Orient2,Per_Comm_Orient3,Per_Comm_Orient4,Persol_Comm_Orient_AVE,Sci_Comm_Orient1,Sci_Comm_Orient2,Sci_Comm_Orient3,Sci_Comm_Orient4,Sci_Comm_Orient_AVE,Resilience1,Resilience2,Resilience3,Resilience4,Resilience_AVE,Major,Career,Gender,Ethnicity,ParentsGradCollege,Dependents,Med-Condition,Med-Condition_Dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Spring 2022,Non-Major,BIOL1010,Pre,2,5,4,5,3,3.8,4,4,4,5,5,4.4,5,5,4,4,4,4.4,4,4,4,2,4,3.6,4,5,4,4,5,4.4,5,4,5,5,3,4.4,4.24,4,3,2,4,3.25,5,3,6,4,4.5,5,5,5,5,5,,,,,,9,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Fall 2021,Non-Major,BIOL1010,Pre,4,5,3,4,3,3.8,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,4,5,4.8,4,5,4,4,5,4.4,5,5,5,5,5,5,4.76,4,4,4,5,4.25,5,1,5,5,4,6,7,5,7,6.25,,,,,,9,,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Fall 2021,Major,BIOL1610,Pre,3,4,3,5,3,3.6,5,5,5,5,5,5,4,5,5,5,4,4.6,4,4,4,2,4,3.6,5,5,5,5,5,5,5,5,5,5,5,5,4.64,4,4,4,4,4,3,5,5,5,4.5,6,6,6,6,6,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Fall 2021,Non-Major,BIOL1010,Pre,2,1,2,2,2,1.8,3,4,4,2,3,3.2,4,4,4,2,3,3.4,3,3,2,1,3,2.4,4,5,4,4,5,4.4,5,5,5,5,3,4.6,3.6,2,3,2,2,2.25,7,6,7,6,6.5,6,7,7,7,6.75,,,,,,3,3,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,4,4,4,4,4,4,1,1,4,1,2,1.8,3,3,3,3,3,3,2,4,4,4,4,3.6,5,5,4,4,3,4.2,3.32,2,1,1,2,1.5,4,5,5,5,4.75,1,1,1,1,1,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.96,4,5,4,5,4.5,5,4,4,4,4.25,5,4,5,4,4.5,,,,,,8,11,1,7,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Fall 2021,Major,BIOL1610,Pre,4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,5,5,4,4.8,4.92,4,4,4,5,4.25,5,5,5,5,5,6,6,6,6,6,,,,,,1,1,1,10,Unsure,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Spring 2022,Non-Major,BIOL1010,Pre,3,4,3,3,4,3.4,3,3,3,3,4,3.2,5,5,4,5,5,4.8,3,4,5,3,3,3.6,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.2,2,2,2,4,2.5,5,6,7,6,6,6,6,6,6,6,,,,,,11,9,6,7,No,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Summer 2021,Major,BIOL1610,Pre,2,2,2,2,4,2.4,4,5,5,5,5,4.8,4,3,4,3,4,3.6,3,4,4,3,3,3.4,4,5,4,4,4,4.2,5,5,5,5,3,4.6,4.12,3,2,4,2,2.75,4,3,4,5,4,5,6,5,6,5.5,4,2,4,3,3.25,11,12,6,10,Unsure,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Summer 2021,Major,BIOL1610,Pre,2,1,1,2,3,1.8,3,4,4,4,4,3.8,3,2,3,3,3,2.8,4,4,4,4,3,3.8,2,3,4,3,3,3,5,5,4,5,5,4.8,3.64,3,3,2,5,3.25,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2.75,10,5,6,6,Yes,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Fall 2021,Major,BIOL1610,Pre,2,2,3,3,3,2.6,5,5,5,5,5,5,4,4,5,4,4,4.2,5,5,3,3,3,3.8,4,4,4,2,4,3.6,5,5,5,5,3,4.6,4.24,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,,,,,,4,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Fall 2021,Non-Major,BIOL1010,Pre,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,4.4,4.28,4,2,3,4,3.25,7,6,6,5,6,7,7,7,6,6.75,,,,,,1,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Fall 2021,Major,BIOL1610,Pre,5,5,4,4,3,4.2,5,5,5,5,5,5,4,5,4,5,5,4.6,5,5,5,4,3,4.4,4,5,4,4,5,4.4,5,5,5,5,4,4.8,4.64,3,3,3,2,2.75,5,5,5,5,5,5,5,5,5,5,,,,,,8,7,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,4,4,4.2,5,5,4,5,4,4.6,4,5,4,4,4,4.2,5,5,5,5,3,4.6,4.52,3,3,4,4,3.5,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Fall 2021,Major,BIOL1610,Pre,2,2,1,2,2,1.8,4,5,4,4,5,4.4,4,4,3,3,3,3.4,3,4,3,2,2,2.8,2,2,2,2,3,2.2,4,5,4,4,4,4.2,3.4,2,2,3,4,2.75,4,1,3,2,2.5,3,5,6,5,4.75,,,,,,1,12,6,10,Yes,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Summer 2021,Major,BIOL1610,Pre,4,4,3,4,3,3.6,5,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.84,4,2,1,5,3,5,6,6,5,5.5,6,6,6,5,5.75,4,5,5,5,4.75,1,5,6,8,No,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Fall 2021,Major,BIOL1610,Pre,5,4,3,3,4,3.8,4,4,4,4,3,3.8,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4.52,4,3,3,4,3.5,5,5,6,6,5.5,5,5,6,5,5.25,,,,,,1,5,1,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,3,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4.6,5,4,5,5,4,4.6,4.84,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Fall 2021,Major,BIOL1610,Pre,3,3,3,4,4,3.4,2,1,1,1,1,1.2,5,4,4,4,4,4.2,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,5,5,5,3.68,3,2,3,3,2.75,5,6,6,6,5.75,5,4,5,5,4.75,,,,,,1,4,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Fall 2021,Major,BIOL1610,Pre,2,4,3,1,2,2.4,5,4,5,4,5,4.6,3,2,5,4,3,3.4,5,5,5,5,5,5,5,5,5,4,4,4.6,5,5,5,5,4,4.8,4.48,4,3,4,4,3.75,5,6,6,6,5.75,5,6,5,5,5.25,,,,,,10,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Fall 2021,Major,BIOL1610,Pre,1,2,1,1,1,1.2,4,4,4,2,3,3.4,3,3,1,2,3,2.4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3.8,3.32,3,2,4,3,3,5,5,5,4,4.75,3,3,3,3,3,,,,,,9,12,1,9,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Spring 2022,Non-Major,BIOL1010,Pre,4,3,2,1,3,2.6,4,5,5,5,4,4.6,5,4,5,3,4,4.2,4,3,4,3,3,3.4,3,4,3,3,3,3.2,5,5,5,5,5,5,4.08,2,2,3,3,2.5,5,6,6,7,6,5,5,6,6,5.5,,,,,,3,9,6,10,No,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Summer 2021,Major,BIOL1610,Pre,4,5,4,5,3,4.2,5,5,5,5,5,5,5,5,5,4,5,4.8,5,5,5,5,4,4.8,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.8,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,5,5,4,4.5,10,5,6,10,Yes,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Spring 2022,Non-Major,BIOL1010,Pre,4,4,4,3,4,3.8,4,4,4,4,5,4.2,5,5,5,3,5,4.6,3,3,4,3,3,3.2,5,5,3,3,4,4,5,5,5,5,4,4.8,4.16,3,3,3,3,3,3,5,5,5,4.5,3,4,4,4,3.75,,,,,,11,9,6,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Spring 2022,Non-Major,BIOL1010,Pre,3,4,3,4,3,3.4,3,3,4,4,4,3.6,5,5,4,5,5,4.8,5,5,5,4,4,4.6,5,5,4,4,5,4.6,5,5,5,5,4,4.8,4.48,3,2,2,1,2,5,6,6,6,5.75,6,6,6,6,6,,,,,,11,12,6,10,Yes,0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Fall 2021,Major,BIOL1610,Pre,4,4,3,3,3,3.4,4,5,5,5,5,4.8,4,4,4,4,4,4,4,4,2,3,3,3.2,3,3,3,3,3,3,5,5,5,5,5,5,4,4,3,3,4,3.5,5,6,6,6,5.75,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Spring 2022,Non-Major,BIOL1010,Pre,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4.88,4,4,4,5,4.25,7,7,7,7,7,7,7,7,7,7,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Fall 2021,Major,BIOL1610,Pre,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.76,4,3,5,5,4.25,5,4,6,5,5,6,6,6,6,6,,,,,,11,12,6,10,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Fall 2021,Major,BIOL1610,Pre,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,3,4,4.4,4,5,4,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4.8,5,4,4,3,4,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,6,8,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Fall 2021,Major,BIOL1610,Pre,4,5,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4.6,3,2,4,3,3,3,3,4,4,4,4,3.8,5,5,5,5,4,4.8,4.04,3,2,2,4,2.75,6,5,6,5,5.5,5,4,3,5,4.25,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Fall 2021,Major,BIOL1610,Pre,5,4,5,4,4,4.4,5,5,5,4,4,4.6,4,4,4,4,4,4,3,2,4,2,2,2.6,4,4,4,4,3,3.8,5,5,5,5,5,5,4,3,2,2,2,2.25,5,4,5,4,4.5,5,5,5,5,5,,,,,,1,,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Fall 2021,Major,BIOL1610,Pre,1,2,1,2,2,1.6,4,5,4,4,5,4.4,3,3,3,4,2,3,2,3,3,2,3,2.6,4,4,4,4,4,4,5,5,5,5,3,4.6,3.72,3,2,2,3,2.5,5,5,6,4,5,5,5,6,5,5.25,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Fall 2021,Major,BIOL1610,Pre,4,4,2,2,3,3,4,4,4,4,3,3.8,5,4,4,4,5,4.4,5,4,4,4,3,4,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.36,4,3,3,3,3.25,6,5,6,4,5.25,6,6,6,6,6,,,,,,3,3,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Fall 2021,Major,BIOL1610,Pre,4,4,1,2,3,2.8,5,5,5,5,5,5,5,4,4,5,5,4.6,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.72,4,3,3,4,3.5,5,5,6,6,5.5,5,6,6,6,5.75,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Fall 2021,Major,BIOL1610,Pre,2,2,2,2,2,2,4,4,4,3,3,3.6,3,2,3,3,2,2.6,2,5,5,4,4,4,2,3,3,3,4,3,5,5,5,5,3,4.6,3.56,3,2,2,1,2,3,3,4,5,3.75,3,3,3,3,3,,,,,,11,12,1,7,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Fall 2021,Major,BIOL1610,Pre,2,1,1,1,3,1.6,4,4,4,4,4,4,1,1,3,2,1,1.6,2,2,2,2,2,2,3,1,3,2,3,2.4,3,3,4,5,3,3.6,2.72,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,,,,,,11,9,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Fall 2021,Major,BIOL1610,Pre,4,5,4,4,3,4,3,5,5,4,5,4.4,5,5,5,4,5,4.8,3,2,3,4,2,2.8,3,4,3,4,4,3.6,5,5,5,5,3,4.6,4.04,3,4,3,4,3.5,5,5,6,5,5.25,5,5,4,5,4.75,,,,,,1,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Fall 2021,Major,BIOL1610,Pre,2,3,2,4,2,2.6,2,2,2,1,2,1.8,3,2,3,3,4,3,2,2,2,2,2,2,4,2,3,3,2,2.8,1,1,1,1,4,1.6,2.24,3,2,2,1,2,4,5,5,5,4.75,4,5,4,5,4.5,,,,,,9,12,1,8,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Spring 2022,Non-Major,BIOL1010,Pre,2,3,3,2,1,2.2,5,3,4,1,1,2.8,5,5,4,3,5,4.4,4,2,4,3,4,3.4,2,3,4,4,4,3.4,5,4,3,5,4,4.2,3.64,5,4,5,3,4.25,4,5,6,6,5.25,5,6,5,6,5.5,,,,,,11,12,1,7,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Fall 2021,Non-Major,BIOL1010,Pre,2,2,2,2,2,2,4,4,4,4,3,3.8,5,5,3,4,4,4.2,3,3,3,3,4,3.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.16,3,1,1,4,2.25,7,7,7,7,7,7,7,7,7,7,,,,,,11,12,1,10,No,4,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Fall 2021,Major,BIOL1610,Pre,2,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3.8,4,4,4,4,4,4,3,3,2,4,4,3.2,5,4,5,4,4,4.4,3.88,3,4,3,4,3.5,4,4,5,3,4,3,3,5,4,3.75,,,,,,11,12,6,8,Yes,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Fall 2021,Major,BIOL1610,Pre,5,5,5,4,3,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.4,1,2,1,1,1,1.2,1,1,1,1,1,1,1.12,4,4,5,4,4.25,5,5,6,5,5.25,5,5,5,5,5,,,,,,1,1,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Fall 2021,Major,BIOL1610,Pre,1,5,5,4,3,3.6,4,4,4,5,5,4.4,5,5,3,4,4,4.2,2,2,2,4,4,2.8,4,4,4,4,3,3.8,4,4,4,4,3,3.8,3.8,1,1,1,2,1.25,5,4,5,5,4.75,3,6,4,4,4.25,,,,,,9,7,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Fall 2021,Major,BIOL1610,Pre,1,3,1,4,3,2.4,5,5,5,5,5,5,4,3,4,4,4,3.8,5,3,4,4,4,4,2,4,3,3,3,3,5,5,5,5,4,4.8,4.12,3,4,3,4,3.5,6,6,6,5,5.75,6,6,6,6,6,,,,,,10,5,6,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Fall 2021,Non-Major,BIOL1010,Pre,2,3,3,3,3,2.8,4,4,4,4,4,4,3,2,3,3,4,3,3,2,2,3,3,2.6,4,4,4,4,4,4,4,4,4,4,2,3.6,3.44,3,4,3,3,3.25,5,5,5,5,5,5,5,5,5,5,,,,,,9,10,1,10,Yes,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Fall 2021,Major,BIOL1610,Pre,5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Fall 2021,Major,BIOL1610,Pre,2,2,3,2,3,2.4,4,4,5,4,4,4.2,4,4,3,3,3,3.4,4,5,4,3,3,3.8,4,4,4,4,4,4,5,5,5,5,5,5,4.08,3,1,1,1,1.5,4,6,6,6,5.5,3,4,5,5,4.25,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4.6,5,5,5,5,5,5,5,5,5,5,4,4.8,4.88,5,3,4,5,4.25,6,6,6,6,6,5,5,5,6,5.25,,,,,,1,12,1,10,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Fall 2021,Major,BIOL1610,Pre,4,4,2,4,4,3.6,4,4,4,4,5,4.2,4,4,4,4,4,4,3,4,4,2,3,3.2,4,4,4,5,5,4.4,5,5,5,5,4,4.8,4.12,2,3,3,2,2.5,4,5,4,5,4.5,5,6,6,4,5.25,,,,,,1,11,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
